pathway1,interaction,pathway2,tag
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-198725,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-187037,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-166520,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-198725,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-187037,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-166520,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-198725,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-187037,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-166520,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-881907,original
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-2559583,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-2262752,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-8953897,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-199920,original
R-HSA-881907,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-199920,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-199920,original
R-HSA-198725,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-450282,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-450294,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-166058,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-166016,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168898,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168179,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-181438,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168188,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-975138,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-975155,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168138,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168181,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-975871,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168142,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168176,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-448424,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-449147,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-937061,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-166166,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-168164,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-881907,original
R-HSA-198753,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-450282,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-450282,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-450282,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-450282,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-450294,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-450294,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-450294,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-450294,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-166058,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-166058,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-166058,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-166058,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-166016,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-166016,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-166016,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-166016,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168898,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168898,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168898,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168898,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168249,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168249,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168256,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168179,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168179,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168179,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168179,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-181438,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-181438,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-181438,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-181438,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168188,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168188,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168188,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168188,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-975138,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-975138,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-975138,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-975138,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-975155,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-975155,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-975155,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-975155,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168138,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168138,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168138,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168138,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168181,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168181,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168181,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168181,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-975871,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-975871,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-975871,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-975871,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168142,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168142,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168142,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168142,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168176,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168176,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168176,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168176,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-448424,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-448424,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-448424,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-448424,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-449147,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-1280215,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-937061,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-937061,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-937061,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-937061,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-166166,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-166166,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-166166,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-166166,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-881907,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-168164,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-2559582,original
R-HSA-881907,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-881907,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-416476,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-2559582,original
R-HSA-198753,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-198753,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-2559583,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-2262752,inferred
R-HSA-198725,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-187037,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-166520,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-9006934,abstraction:NextStepPathway,R-HSA-2559582,inferred
R-HSA-159418,abstraction:NextStepPathway,R-HSA-879518,original
R-HSA-159418,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-159418,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-159418,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-194068,abstraction:NextStepPathway,R-HSA-879518,inferred
R-HSA-194068,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-194068,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-194068,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-8957322,abstraction:NextStepPathway,R-HSA-879518,inferred
R-HSA-8957322,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-8957322,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-8957322,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-556833,abstraction:NextStepPathway,R-HSA-879518,inferred
R-HSA-556833,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-556833,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-879518,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-1430728,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-1855170,abstraction:NextStepPathway,R-HSA-1855167,original
R-HSA-70268,abstraction:NextStepPathway,R-HSA-433692,original
R-HSA-70268,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-70268,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-70268,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-1428517,abstraction:NextStepPathway,R-HSA-433692,inferred
R-HSA-1428517,abstraction:NextStepPathway,R-HSA-9955298,inferred
R-HSA-1428517,abstraction:NextStepPathway,R-HSA-425407,inferred
R-HSA-1428517,abstraction:NextStepPathway,R-HSA-382551,inferred
