pathwayName,nextName,tag
Transport and metabolism of PAPS,SLC-mediated transmembrane transport,NextStepParentPathway
Sialic acid metabolism,SLC-mediated transmembrane transport,NextStepParentPathway
"Formation of the active cofactor, UDP-glucuronate",SLC-mediated transmembrane transport,NextStepParentPathway
Proton-coupled monocarboxylate transport,SLC-mediated transmembrane transport,NextStepParentPathway
Organic anion transport by SLC22 transporters,SLC-mediated transmembrane transport,NextStepParentPathway
Gluconeogenesis,SLC-mediated transmembrane transport,NextStepParentPathway
Sulfide oxidation to sulfate,SLC-mediated transmembrane transport,NextStepParentPathway
Citric acid cycle (TCA cycle),SLC-mediated transmembrane transport,NextStepParentPathway
Synthesis of PC,SLC-mediated transmembrane transport,NextStepParentPathway
Neurotransmitter clearance,SLC-mediated transmembrane transport,NextStepParentPathway
Organic anion transport by SLC5/17/25 transporters,SLC-mediated transmembrane transport,NextStepParentPathway
Pyruvate metabolism,SLC-mediated transmembrane transport,NextStepParentPathway
Aspirin ADME,SLC-mediated transmembrane transport,NextStepParentPathway
Nicotinate metabolism,SLC-mediated transmembrane transport,NextStepParentPathway
Recycling of bile acids and salts,SLC-mediated transmembrane transport,NextStepParentPathway
Bicarbonate transporters,SLC-mediated transmembrane transport,NextStepParentPathway
SLC-mediated transport of inorganic anions,SLC-mediated transmembrane transport,NextStepParentPathway
Inorganic anion exchange by SLC26 transporters,SLC-mediated transmembrane transport,NextStepParentPathway
Malate-aspartate shuttle,SLC-mediated transmembrane transport,NextStepParentPathway
Norepinephrine Neurotransmitter Release Cycle,SLC-mediated transmembrane transport,NextStepParentPathway
Reuptake of GABA,SLC-mediated transmembrane transport,NextStepParentPathway
Aspartate and asparagine metabolism,SLC-mediated transmembrane transport,NextStepParentPathway
Signaling by ROBO receptors,Signaling by ROBO receptors,NextStepParentPathway
Activation of RAC1,Signaling by ROBO receptors,NextStepParentPathway
Regulation of expression of SLITs and ROBOs,Signaling by ROBO receptors,NextStepParentPathway
Activation of anterior HOX genes in hindbrain development during early embryogenesis,Signaling by ROBO receptors,NextStepParentPathway
Formation of the ureteric bud,Signaling by ROBO receptors,NextStepParentPathway
DCC mediated attractive signaling,Signaling by ROBO receptors,NextStepParentPathway
Regulation of cortical dendrite branching,Signaling by ROBO receptors,NextStepParentPathway
Activation of C3 and C5,Complement cascade,NextStepParentPathway
Terminal pathway of complement,Complement cascade,NextStepParentPathway
Initial triggering of complement,Complement cascade,NextStepParentPathway
Classical antibody-mediated complement activation,Complement cascade,NextStepParentPathway
Alternative complement activation,Complement cascade,NextStepParentPathway
Lectin pathway of complement activation,Complement cascade,NextStepParentPathway
Ficolins bind to repetitive carbohydrate structures on the target cell surface,Complement cascade,NextStepParentPathway
NFG and proNGF binds to p75NTR,Signaling Pathways,NextStepParentPathway
NRIF signals cell death from the nucleus,Signaling Pathways,NextStepParentPathway
p75NTR recruits signalling complexes,Signaling Pathways,NextStepParentPathway
CLEC7A (Dectin-1) signaling,Signaling Pathways,NextStepParentPathway
FCERI mediated NF-kB activation,Signaling Pathways,NextStepParentPathway
Downstream TCR signaling,Signaling Pathways,NextStepParentPathway
TP53 Regulates Transcription of Death Receptors and Ligands,Signaling Pathways,NextStepParentPathway
TP53 Regulates Transcription of Caspase Activators and Caspases,Signaling Pathways,NextStepParentPathway
TNF signaling,Signaling Pathways,NextStepParentPathway
TNFR1-induced NF-kappa-B signaling pathway,Signaling Pathways,NextStepParentPathway
TNFR1-induced proapoptotic signaling,Signaling Pathways,NextStepParentPathway
Ligand-dependent caspase activation,Signaling Pathways,NextStepParentPathway
Regulation by c-FLIP,Signaling Pathways,NextStepParentPathway
Disassembly of the destruction complex and recruitment of AXIN to the membrane,Signaling Pathways,NextStepParentPathway
WNT ligand biogenesis and trafficking,Signaling Pathways,NextStepParentPathway
Degradation of AXIN,Signaling Pathways,NextStepParentPathway
TCF dependent signaling in response to WNT,Signaling Pathways,NextStepParentPathway
Formation of the beta-catenin:TCF transactivating complex,Signaling Pathways,NextStepParentPathway
RUNX3 regulates WNT signaling,Signaling Pathways,NextStepParentPathway
Beta-catenin phosphorylation cascade,Signaling Pathways,NextStepParentPathway
Degradation of beta-catenin by the destruction complex,Signaling Pathways,NextStepParentPathway
Formation of the ureteric bud,Signaling Pathways,NextStepParentPathway
RHO GTPases Activate Formins,Signaling Pathways,NextStepParentPathway
Nephron development,Signaling Pathways,NextStepParentPathway
Generation of second messenger molecules,Signaling Pathways,NextStepParentPathway
G beta:gamma signalling through PLC beta,Signaling Pathways,NextStepParentPathway
G alpha (i) signalling events,Signaling Pathways,NextStepParentPathway
Acetylcholine regulates insulin secretion,Signaling Pathways,NextStepParentPathway
ADP signalling through P2Y purinoceptor 12,Signaling Pathways,NextStepParentPathway
High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,Signaling Pathways,NextStepParentPathway
FCERI mediated Ca+2 mobilization,Signaling Pathways,NextStepParentPathway
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,Signaling Pathways,NextStepParentPathway
ADP signalling through P2Y purinoceptor 1,Signaling Pathways,NextStepParentPathway
PLC beta mediated events,Signaling Pathways,NextStepParentPathway
FCGR3A-mediated IL10 synthesis,Signaling Pathways,NextStepParentPathway
G alpha (z) signalling events,Signaling Pathways,NextStepParentPathway
IPs transport between ER lumen and cytosol,Signaling Pathways,NextStepParentPathway
Synthesis of IP3 and IP4 in the cytosol,Signaling Pathways,NextStepParentPathway
GPVI-mediated activation cascade,Signaling Pathways,NextStepParentPathway
Role of phospholipids in phagocytosis,Signaling Pathways,NextStepParentPathway
Smooth Muscle Contraction,Signaling Pathways,NextStepParentPathway
G alpha (q) signalling events,Signaling Pathways,NextStepParentPathway
VEGFR2 mediated cell proliferation,Signaling Pathways,NextStepParentPathway
CaM pathway,Signaling Pathways,NextStepParentPathway
G alpha (s) signalling events,Signaling Pathways,NextStepParentPathway
Regulation of insulin secretion,Signaling Pathways,NextStepParentPathway
CLEC7A (Dectin-1) induces NFAT activation,Signaling Pathways,NextStepParentPathway
DAG and IP3 signaling,Signaling Pathways,NextStepParentPathway
Thrombin signalling through proteinase activated receptors (PARs),Signaling Pathways,NextStepParentPathway
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Signaling Pathways,NextStepParentPathway
"Inactivation, recovery and regulation of the phototransduction cascade",Signaling Pathways,NextStepParentPathway
Prostacyclin signalling through prostacyclin receptor,Signaling Pathways,NextStepParentPathway
G alpha (12/13) signalling events,Signaling Pathways,NextStepParentPathway
Effects of PIP2 hydrolysis,Signaling Pathways,NextStepParentPathway
Rap1 signalling,Signaling Pathways,NextStepParentPathway
Integrin signaling,Signaling Pathways,NextStepParentPathway
Regulation of pyruvate dehydrogenase (PDH) complex,Signaling Pathways,NextStepParentPathway
PDH complex synthesizes acetyl-CoA from PYR,Signaling Pathways,NextStepParentPathway
RA biosynthesis pathway,Signaling Pathways,NextStepParentPathway
The canonical retinoid cycle in rods (twilight vision),Signaling Pathways,NextStepParentPathway
"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",Signaling Pathways,NextStepParentPathway
GPER1 signaling,Signaling Pathways,NextStepParentPathway
Signaling by EGFR,Signaling Pathways,NextStepParentPathway
eNOS activation,Signaling Pathways,NextStepParentPathway
VEGFR2 mediated vascular permeability,Signaling Pathways,NextStepParentPathway
RAF/MAP kinase cascade,Signaling Pathways,NextStepParentPathway
PKA-mediated phosphorylation of CREB,Signaling Pathways,NextStepParentPathway
CREB phosphorylation,Signaling Pathways,NextStepParentPathway
PI3K/AKT Signaling,Signaling Pathways,NextStepParentPathway
Frs2-mediated activation,Signaling Pathways,NextStepParentPathway
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,Signaling Pathways,NextStepParentPathway
CREB1 phosphorylation through the activation of Adenylate Cyclase,Signaling Pathways,NextStepParentPathway
AKT phosphorylates targets in the nucleus,Signaling Pathways,NextStepParentPathway
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,Signaling Pathways,NextStepParentPathway
CaMK IV-mediated phosphorylation of CREB,Signaling Pathways,NextStepParentPathway
RAF-independent MAPK1/3 activation,Signaling Pathways,NextStepParentPathway
NGF-stimulated transcription,Signaling Pathways,NextStepParentPathway
NCAM signaling for neurite out-growth,Signaling Pathways,NextStepParentPathway
ERK/MAPK targets,Signaling Pathways,NextStepParentPathway
Transcriptional activation of mitochondrial biogenesis,Signaling Pathways,NextStepParentPathway
ADORA2B mediated anti-inflammatory cytokines production,Signaling Pathways,NextStepParentPathway
CD28 dependent PI3K/Akt signaling,Signaling Pathways,NextStepParentPathway
Nuclear signaling by ERBB4,Signaling Pathways,NextStepParentPathway
ESR-mediated signaling,Signaling Pathways,NextStepParentPathway
Regulation of RUNX1 Expression and Activity,Signaling Pathways,NextStepParentPathway
RUNX1 regulates estrogen receptor mediated transcription,Signaling Pathways,NextStepParentPathway
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",Signaling Pathways,NextStepParentPathway
VEGFA-VEGFR2 Pathway,Signaling Pathways,NextStepParentPathway
PCP/CE pathway,Signaling Pathways,NextStepParentPathway
RHO GTPases activate CIT,Signaling Pathways,NextStepParentPathway
Sema4D induced cell migration and growth-cone collapse,Signaling Pathways,NextStepParentPathway
EPHB-mediated forward signaling,Signaling Pathways,NextStepParentPathway
RHO GTPases activate PAKs,Signaling Pathways,NextStepParentPathway
Regulation of actin dynamics for phagocytic cup formation,Signaling Pathways,NextStepParentPathway
FCGR3A-mediated phagocytosis,Signaling Pathways,NextStepParentPathway
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,Signaling Pathways,NextStepParentPathway
RHO GTPases Activate ROCKs,Signaling Pathways,NextStepParentPathway
RHO GTPases activate PKNs,Signaling Pathways,NextStepParentPathway
RHOQ GTPase cycle,Signaling Pathways,NextStepParentPathway
CD28 dependent Vav1 pathway,Signaling Pathways,NextStepParentPathway
DCC mediated attractive signaling,Signaling Pathways,NextStepParentPathway
MAPK6/MAPK4 signaling,Signaling Pathways,NextStepParentPathway
PTK6 Activates STAT3,Signaling Pathways,NextStepParentPathway
Interleukin-2 signaling,Signaling Pathways,NextStepParentPathway
"Interleukin-3, Interleukin-5 and GM-CSF signaling",Signaling Pathways,NextStepParentPathway
Interleukin-7 signaling,Signaling Pathways,NextStepParentPathway
MET activates STAT3,Signaling Pathways,NextStepParentPathway
Erythropoietin activates STAT5,Signaling Pathways,NextStepParentPathway
Growth hormone receptor signaling,Signaling Pathways,NextStepParentPathway
Regulation of Complement cascade,Signaling Pathways,NextStepParentPathway
Adenosine P1 receptors,Signaling Pathways,NextStepParentPathway
Class C/3 (Metabotropic glutamate/pheromone receptors),Signaling Pathways,NextStepParentPathway
Chemokine receptors bind chemokines,Signaling Pathways,NextStepParentPathway
Histamine receptors,Signaling Pathways,NextStepParentPathway
Class A/1 (Rhodopsin-like receptors),Signaling Pathways,NextStepParentPathway
Serotonin receptors,Signaling Pathways,NextStepParentPathway
Peptide ligand-binding receptors,Signaling Pathways,NextStepParentPathway
Hydroxycarboxylic acid-binding receptors,Signaling Pathways,NextStepParentPathway
Glucagon signaling in metabolic regulation,Signaling Pathways,NextStepParentPathway
Vasopressin regulates renal water homeostasis via Aquaporins,Signaling Pathways,NextStepParentPathway
Opsins,Signaling Pathways,NextStepParentPathway
Purinergic signaling in leishmaniasis infection,Signaling Pathways,NextStepParentPathway
Muscarinic acetylcholine receptors,Signaling Pathways,NextStepParentPathway
P2Y receptors,Signaling Pathways,NextStepParentPathway
GABA B receptor activation,Signaling Pathways,NextStepParentPathway
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,Signaling Pathways,NextStepParentPathway
Formyl peptide receptors bind formyl peptides and many other ligands,Signaling Pathways,NextStepParentPathway
Relaxin receptors,Signaling Pathways,NextStepParentPathway
Dopamine receptors,Signaling Pathways,NextStepParentPathway
Free fatty acid receptors,Signaling Pathways,NextStepParentPathway
Ca2+ pathway,Signaling Pathways,NextStepParentPathway
Ion homeostasis,Signaling Pathways,NextStepParentPathway
Mechanical load activates signaling by PIEZO1 and integrins in osteocytes,Signaling Pathways,NextStepParentPathway
"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Signaling Pathways,NextStepParentPathway
Elevation of cytosolic Ca2+ levels,Signaling Pathways,NextStepParentPathway
Estrogen-dependent nuclear events downstream of ESR-membrane signaling,Signaling Pathways,NextStepParentPathway
PKA activation in glucagon signalling,Signaling Pathways,NextStepParentPathway
DARPP-32 events,Signaling Pathways,NextStepParentPathway
PKA activation,Signaling Pathways,NextStepParentPathway
Long-term potentiation,Signaling Pathways,NextStepParentPathway
Platelet sensitization by LDL,Signaling Pathways,NextStepParentPathway
Opioid Signalling,Signaling Pathways,NextStepParentPathway
Adenylate cyclase activating pathway,Signaling Pathways,NextStepParentPathway
Adrenaline signalling through Alpha-2 adrenergic receptor,Signaling Pathways,NextStepParentPathway
Adrenoceptors,Signaling Pathways,NextStepParentPathway
